data_product,data_table,data_column,data_type
CCRCN,Dominant Species Present,species_code,value_string
CCRCN,Anthropogenic Impacts Present,study_id,id
CCRCN,Anthropogenic Impacts Present,site_id,id
CCRCN,Anthropogenic Impacts Present,core_id,id
CCRCN,Anthropogenic Impacts Present,impact_class,value_factor
CCRCN,Study Level Species Table,study_id,id
CCRCN,Study Level Species Table,species_code,value_string
CCRCN,Study Level Species Table,genus,value_string
CCRCN,Study Level Species Table,species,value_string
CCRCN,Study Level Species Table,sub_species,value_string
CCRCN,Study Level Species Table,hybrid,value_string
CCRCN,Study Level Species Table,common_name,value_string
CCRCN,Study Level Species Table,species_notes,method
Crowther,Summary,Study,id
Crowther,Summary,%C,value_number
Crowther,Summary,Avg. C Control,value_number
Crowther,Summary,Avg. C Warming,value_number
Crowther,Summary,C Difference (Warming-Control),value_number
Crowther,Summary,Length of Study (years),value_number
Crowther,Summary,Mean delta T,value_number
Crowther,Summary,Difference/Temp./Time,"NA"
Crowther,Summary,Precipitation (avg. annual mm),value_number
Crowther,Summary,Temperature (avg. annual degrees C),value_number
Crowther,Summary,Biome,value_string
Crowther,Summary,Author Updated Biome,value_string
Crowther,Summary,pH (from ISRIC),value_number
Crowther,Summary,Author Updated pH,value_number
Crowther,Summary,% silt,value_number
Crowther,Summary,% sand,value_number
Crowther,Summary,% clay,value_number
Crowther,Summary,Author Updated % clay,value_number
Crowther,Summary,CEC (cmol/kg),value_number
Crowther,Study Names,Old Name,id
Crowther,Study Names,New Name,id
Crowther,Raw,Study,id
Crowther,Raw,Author,value_string
Crowther,Raw,Biome,value_string
Crowther,Raw,Ecosystem,value_string
Crowther,Raw,LAT,value_number
Crowther,Raw,LONG,value_number
Crowther,Raw,"Treatment (W=warming, C=control)",method
Crowther,Raw,Planned Warming,value_number
Crowther,Raw,Mean delta T,value_number
Crowther,Raw,Lengths of Study,value_number
Crowther,Raw,%C,value_number
Crowther,Raw,Bulk density,value_number
Crowther,Raw,Bulk Density Avg.,value_number
Crowther,Raw,total C,value_number
Crowther,Raw,total raw C,value_number
Crowther,Raw,%N,value_number
vanGestel2017,sites,site.id,id
vanGestel2017,sites,state.country,value_string
vanGestel2017,sites,site,value_string
vanGestel2017,sites,project,value_string
vanGestel2017,sites,lat,value_number
vanGestel2017,sites,lon,value_number
vanGestel2017,sites,elevation,value_number
vanGestel2017,sites,mat,value_number
vanGestel2017,sites,map,value_number
vanGestel2017,sites,treatments,value_factor
vanGestel2017,sites,technique,method
vanGestel2017,sites,season,value_string
vanGestel2017,sites,biome,value_string
vanGestel2017,sites,sub.biome,value_string
vanGestel2017,sites,species,value_string
vanGestel2017,sites,soil.type,value_string
vanGestel2017,sites,soil.texture.class,value_factor
vanGestel2017,sites,perc.sand,value_number
vanGestel2017,sites,perc.silt,value_number
vanGestel2017,sites,perc.clay,value_number
vanGestel2017,sites,start.date,value_date
vanGestel2017,sites,C.pool.abg,value_number
vanGestel2017,sites,C.pool.bwg,value_number
vanGestel2017,sites,N.pool.abg,value_number
vanGestel2017,sites,N.pool.bwg,value_number
vanGestel2017,sites,P.pool.bwg,value_number
vanGestel2017,sites,soil.depth.pool,value_number
vanGestel2017,sites,Ndep.rate,value_number
vanGestel2017,sites,bulk.density,value_number
vanGestel2017,sites,pH,value_number
vanGestel2017,sites,percent.om,value_number
vanGestel2017,sites,source,value_string
vanGestel2017,sites,notes,note
vanGestel2017,sites,Reference,value_string
vanGestel2017,soc,site.id,id
vanGestel2017,soc,trt,value_factor
vanGestel2017,soc,technique,method
vanGestel2017,soc,season,value_string
vanGestel2017,soc,trt.size.bg,value_number
vanGestel2017,soc,soilT.depth,value_number
vanGestel2017,soc,trt.size.abg,value_number
vanGestel2017,soc,trt.size.units,value_number
vanGestel2017,soc,start.date,value_date
vanGestel2017,soc,measurement.date,value_date
vanGestel2017,soc,duration,value_number
vanGestel2017,soc,remove,value_factor
vanGestel2017,soc,multi.year,value_factor
vanGestel2017,soc,control.mean,value_avg
vanGestel2017,soc,control.se,value_number
vanGestel2017,soc,control.n,value_number
vanGestel2017,soc,trt.mean,value_avg
vanGestel2017,soc,trt.se,value_number
vanGestel2017,soc,trt.n,value_number
vanGestel2017,soc,unit,unit
vanGestel2017,soc,variable,value_string
vanGestel2017,soc,soil.horizon,value_number
vanGestel2017,soc,bulk.density,value_number
vanGestel2017,soc,source,value_string
vanGestel2017,soc,notes,note
vanGestel2017,soc,reference,value_string
vanGestel2017,bd_calculation,site.id,id
vanGestel2017,bd_calculation,percent.som,value_number
vanGestel2017,bd_calculation,bd,value_number
vanGestel2017,bd_calculation,soil.horizon,value_number
vanGestel2017,bd_calculation,notes,note
vanGestel2017,plant,site.id,id
vanGestel2017,plant,trt,value_factor
vanGestel2017,plant,technique,method
vanGestel2017,plant,season,value_string
vanGestel2017,plant,trt.size.bg,value_number
vanGestel2017,plant,soilT.depth,value_number
vanGestel2017,plant,trt.size.abg,value_number
vanGestel2017,plant,trt.size.units,unit
vanGestel2017,plant,species,value_string
vanGestel2017,plant,start.date,value_date
vanGestel2017,plant,measurement.date,value_date
vanGestel2017,plant,duration,value_number
vanGestel2017,plant,remove,value_factor
vanGestel2017,plant,multi.year,value_factor
vanGestel2017,plant,control.mean,value_avg
vanGestel2017,plant,control.se,value_number
vanGestel2017,plant,control.n,value_number
vanGestel2017,plant,trt.mean,value_avg
vanGestel2017,plant,trt.se,value_number
vanGestel2017,plant,trt.n,value_number
vanGestel2017,plant,unit,unit
vanGestel2017,plant,variable,value_string
vanGestel2017,plant,soil.horizon,value_number
vanGestel2017,plant,source,value_string
vanGestel2017,plant,notes,note
vanGestel2017,plant,reference,value_string
vanGestel2017,plant,input,value_factor
ISRaD,interstitial,entry_name,id
ISRaD,interstitial,site_name,id
ISRaD,interstitial,pro_name,id
ISRaD,interstitial,ist_name,id
ISRaD,interstitial,ist_obs_date_y,value_date
ISRaD,interstitial,ist_obs_date_m,value_date
ISRaD,interstitial,ist_obs_date_d,value_date
ISRaD,interstitial,ist_all_org_neg,value_string
ISRaD,interstitial,ist_depth,value_number
ISRaD,interstitial,ist_notes,method
ISRaD,interstitial,ist_phase,value_string
ISRaD,interstitial,ist_analyte,value_string
ISRaD,interstitial,ist_method,method
ISRaD,interstitial,ist_storage_method,method
ISRaD,interstitial,ist_time_dur,value_number
ISRaD,interstitial,ist_temp,value_number
ISRaD,interstitial,ist_source_O2,value_number
ISRaD,interstitial,ist_source_H2O,value_number
ISRaD,interstitial,ist_concentration,value_number
ISRaD,interstitial,ist_13c,value_number
ISRaD,interstitial,ist_13c_sd,standard_deviation
ISRaD,interstitial,ist_18o,value_number
ISRaD,interstitial,ist_2h,value_number
ISRaD,interstitial,ist_rc_lab,value_string
ISRaD,interstitial,ist_rc_lab_number,note
ISRaD,interstitial,ist_rc_year,value_date
ISRaD,interstitial,ist_14c,value_number
ISRaD,interstitial,ist_14c_sigma,sigma
ISRaD,interstitial,ist_14c_sd,standard_deviation
ISRaD,interstitial,ist_fraction_modern,value_number
ISRaD,interstitial,ist_fraction_modern_sigma,sigma
ISRaD,interstitial,ist_fraction_modern_sd,standard_deviation
ISRaD,metadata,entry_name,id
ISRaD,metadata,doi,value_string
ISRaD,metadata,compilation_doi,value_string
ISRaD,metadata,curator_name,value_string
ISRaD,metadata,curator_organization,value_string
ISRaD,metadata,curator_email,value_string
ISRaD,metadata,modification_date_y,value_date
ISRaD,metadata,modification_date_m,value_date
ISRaD,metadata,modification_date_d,value_date
ISRaD,metadata,contact_name,value_string
ISRaD,metadata,contact_email,value_string
ISRaD,metadata,contact_orcid_id,value_number
ISRaD,metadata,bibliographical_reference,value_string
ISRaD,metadata,metadata_note,method
ISRaD,metadata,associated_datasets,value_string
ISRaD,metadata,template_version,value_date
ISRaD,site,entry_name,id
ISRaD,site,site_name,id
ISRaD,site,site_lat,value_number
ISRaD,site,site_long,value_number
ISRaD,site,site_datum,value_string
ISRaD,site,site_elevation,value_number
ISRaD,site,site_note,method
ISRaD,profile,entry_name,id
ISRaD,profile,site_name,id
ISRaD,profile,plot_name,id
ISRaD,profile,pro_name,id
ISRaD,profile,pro_note,method
ISRaD,profile,pro_lat,value_number
ISRaD,profile,pro_long,value_number
ISRaD,profile,pro_elevation,value_number
ISRaD,profile,pro_treatment,method
ISRaD,profile,pro_treatment_note,note
ISRaD,profile,pro_comp,value_string
ISRaD,profile,pro_reps,value_number
ISRaD,profile,pro_MAT,value_number
ISRaD,profile,pro_MAP,value_number
ISRaD,profile,pro_peatland,value_string
ISRaD,profile,pro_usda_soil_order,value_string
ISRaD,profile,pro_soil_series,value_string
ISRaD,profile,pro_soil_taxon,value_string
ISRaD,profile,pro_soil_taxon_sys,method
ISRaD,profile,pro_chrono_name,value_string
ISRaD,profile,pro_soil_age,value_number
ISRaD,profile,pro_soil_age_note,note
ISRaD,profile,pro_MAST,value_number
ISRaD,profile,pro_MASWC,value_number
ISRaD,profile,pro_land_cover,value_string
ISRaD,profile,pro_lc_phenology,value_string
ISRaD,profile,pro_lc_leaf_type,value_string
ISRaD,profile,pro_lc_photosyn_path,value_string
ISRaD,profile,pro_veg_note,method
ISRaD,profile,pro_NPP,value_number
ISRaD,profile,pro_bedrock_depth,value_number
ISRaD,profile,pro_complete,value_string
ISRaD,profile,pro_depth_water,value_number
ISRaD,profile,pro_thaw_depth,value_number
ISRaD,profile,pro_parent_material,value_string
ISRaD,profile,pro_parent_chem,value_string
ISRaD,profile,pro_parent_material_notes,method
ISRaD,profile,pro_2d_position,value_factor
ISRaD,profile,pro_aspect,value_factor
ISRaD,profile,pro_aspect_deg,value_number
ISRaD,profile,pro_slope,value_number
ISRaD,profile,pro_slope_shape,value_string
ISRaD,profile,pro_drainage_class,value_factor
ISRaD,profile,pro_soc,value_number
ISRaD,profile,pro_soc_sigma,sigma
ISRaD,profile,pro_soc_depth,value_number
ISRaD,profile,pro_catchment_area,value_number
ISRaD,profile,pro_permafrost,value_string
ISRaD,profile,pro_thermokarst,value_string
ISRaD,profile,pro_deforested,value_number
ISRaD,profile,pro_water_body,value_string
ISRaD,profile,pro_water_body_name,value_string
ISRaD,flux,entry_name,id
ISRaD,flux,site_name,id
ISRaD,flux,plot_name,id
ISRaD,flux,pro_name,id
ISRaD,flux,flx_name,id
ISRaD,flux,flx_lat,value_number
ISRaD,flux,flx_long,value_number
ISRaD,flux,flx_obs_date_y,value_date
ISRaD,flux,flx_obs_date_m,value_date
ISRaD,flux,flx_obs_date_d,value_date
ISRaD,flux,flx_notes,method
ISRaD,flux,flx_pathway,value_string
ISRaD,flux,flx_pathway_note,method
ISRaD,flux,flx_analyte,value_string
ISRaD,flux,flx_ecosystem_component,value_string
ISRaD,flux,flx_method,method
ISRaD,flux,flx_method_note,method
ISRaD,flux,flx_storage_method,method
ISRaD,flux,flx_duration,value_number
ISRaD,flux,flx_keeling_plot,value_string
ISRaD,flux,flx_atm_correction,value_string
ISRaD,flux,flx_source_temp,value_number
ISRaD,flux,flx_source_O2,value_number
ISRaD,flux,flx_source_H2O,value_number
ISRaD,flux,flx_rate,value_number
ISRaD,flux,flx_rate_sd,standard_deviation
ISRaD,flux,flx_rate_units,value_string
ISRaD,flux,flx_analyte_conc,value_number
ISRaD,flux,flx_discharge_rate,value_number
ISRaD,flux,flx_aquatic_ph,value_number
ISRaD,flux,flx_aquatic_cond,value_number
ISRaD,flux,flx_13c,value_number
ISRaD,flux,flx_13c_sd,standard_deviation
ISRaD,flux,flx_18o,value_number
ISRaD,flux,flx_2h,value_number
ISRaD,flux,flx_rc_lab,value_string
ISRaD,flux,flx_rc_lab_number,note
ISRaD,flux,flx_rc_year,value_date
ISRaD,flux,flx_14c,value_number
ISRaD,flux,flx_14c_sigma,sigma
ISRaD,flux,flx_14c_sd,standard_deviation
ISRaD,flux,flx_fraction_modern,value_number
ISRaD,flux,flx_fraction_modern_sigma,sigma
ISRaD,flux,flx_fraction_modern_sd,standard_deviation
ISRaD,layer,entry_name,id
ISRaD,layer,site_name,id
ISRaD,layer,pro_name,id
ISRaD,layer,lyr_name,id
ISRaD,layer,lyr_obs_date_y,value_date
ISRaD,layer,lyr_obs_date_m,value_date
ISRaD,layer,lyr_obs_date_d,value_date
ISRaD,layer,lyr_all_org_neg,value_string
ISRaD,layer,lyr_top,value_max
ISRaD,layer,lyr_bot,value_min
ISRaD,layer,lyr_hzn,value_string
ISRaD,layer,lyr_comp,value_string
ISRaD,layer,lyr_igsn,value_number
ISRaD,layer,lyr_note,value_string
ISRaD,layer,lyr_color,value_string
ISRaD,layer,lyr_color_dry,value_string
ISRaD,layer,lyr_burn_ev,value_string
ISRaD,layer,lyr_bd_samp,value_number
ISRaD,layer,lyr_bd_tot,value_number
ISRaD,layer,lyr_bd_notes,method
ISRaD,layer,lyr_sand_tot_psa,value_number
ISRaD,layer,lyr_silt_tot_psa,value_number
ISRaD,layer,lyr_clay_tot_psa,value_number
ISRaD,layer,lyr_coarse_tot,value_number
ISRaD,layer,lyr_coarse_size_thresh,value_number
ISRaD,layer,lyr_coarse_density,value_number
ISRaD,layer,lyr_texture_class,value_factor
ISRaD,layer,lyr_bet_surface_area,value_number
ISRaD,layer,lyr_ph_cacl,value_number
ISRaD,layer,lyr_ph_h2o,value_number
ISRaD,layer,lyr_ph,value_number
